what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267761980515
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1267761981343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267761987859
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267761993125
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1267762006921
activated,editor,org.eclipse.ui.editors,3.4.0.v20080603-2000,org.eclipse.ui.DefaultTextEditor,1267762006984
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1267762012765
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1267762016546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267762020750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267762045031
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1267762054453
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267762055156
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267762065234
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1267762072875
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1267762135125
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267762141453
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1267762144421
opened,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1267762146781
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1267762151687
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1267762176390
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1267762176546
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1267762176703
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1267762191734
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1267762192671
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1267762203937
